,Unnamed: 0.2,Unnamed: 0_x,giga_id_school,lat,lon,school_locations,modis.LC_Type1.mode,modis.LC_Type1.var,modis.LC_Type1.evg_conif,modis.LC_Type1.evg_broad,modis.LC_Type1.dcd_needle,modis.LC_Type1.dcd_broad,modis.LC_Type1.mix_forest,modis.LC_Type1.cls_shrub,modis.LC_Type1.open_shrub,modis.LC_Type1.woody_savanna,modis.LC_Type1.savanna,modis.LC_Type1.grassland,modis.LC_Type1.perm_wetland,modis.LC_Type1.cropland,modis.LC_Type1.crop_nat_veg,modis.LC_Type1.perm_snow,modis.LC_Type1.barren,modis.LC_Type1.water_bds,pop.population_density.var,pop.population_density.max,pop.population_density.min,human_settlement_layer_built_up.built_characteristics.mode,human_settlement_layer_built_up.built_characteristics.open_low_veg,human_settlement_layer_built_up.built_characteristics.open_med_veg,human_settlement_layer_built_up.built_characteristics.open_high_veg,human_settlement_layer_built_up.built_characteristics.open_water,human_settlement_layer_built_up.built_characteristics.open_road,human_settlement_layer_built_up.built_characteristics.built_non_res_3,human_settlement_layer_built_up.built_characteristics.built_non_res_3-6,human_settlement_layer_built_up.built_characteristics.built_non_res_6-15,human_settlement_layer_built_up.built_characteristics.built_non_res_15-30,human_settlement_layer_built_up.built_characteristics.build_non_res_30,human_settlement_layer_built_up.built_characteristics.built,global_human_modification.gHM.var,global_human_modification.gHM.max,global_human_modification.gHM.min,transmission_line_distance,nightlight.avg_rad.min,nightlight.cf_cvg.var,nightlight.cf_cvg.max,nightlight.cf_cvg.min,avg_d_kbps_mobile,avg_u_kbps_mobile,avg_lat_ms_mobile,tests_mobile,devices_mobile,ookla_distance_mobile,avg_d_kbps_fixed,avg_u_kbps_fixed,avg_lat_ms_fixed,tests_fixed,devices_fixed,ookla_distance_fixed,connectivity,boundary_Bugesera,boundary_Burera,boundary_Gakenke,boundary_Gasabo,boundary_Gatsibo,boundary_Gicumbi,boundary_Gisagara,boundary_Huye,boundary_Kamonyi,boundary_Karongi,boundary_Kayonza,boundary_Kicukiro,boundary_Kirehe,boundary_Muhanga,boundary_Musanze,boundary_Ngoma,boundary_Ngororero,boundary_Nyabihu,boundary_Nyagatare,boundary_Nyamagabe,boundary_Nyamasheke,boundary_Nyanza,boundary_Nyarugenge,boundary_Nyaruguru,boundary_Rubavu,boundary_Ruhango,boundary_Rulindo,boundary_Rusizi,boundary_Rutsiro,boundary_Rwamagana,education_level,nearest_LTE_distance,nearest_UMTS_distance,nearest_GSM_distance,Unnamed: 0_y,primary_sum,primary_mean,primary_min,primary_max,primary_variance,sec_sum,sec_mean,sec_min,sec_max,sec_variance
259,259,709.0,35de9c22-8d32-4626-a182-43ff9d37f4a1,-1.539694444,29.54486111,"(29.54486111, -1.539694444)",14.0,1.0816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.92,0.0,0.0,0.0,8721.35280627049,1212.12060546875,915.6830444335938,3.0,0.0001043841336116,0.0144050104384133,0.5125260960334029,0.0001043841336116,0.004384133611691,0.4490605427974948,0.010125260960334,0.0077244258872651,0.0,0.0,0.5315240083507307,0.0025233698117307,0.6485268473625183,0.452333927154541,1563.8960500991009,0.1608333329980571,0.4683333333333332,4.25,2.4166666666666665,13717.0,6208.0,23.0,3.0,1.0,10044.817264344836,20566.0,45655.0,34.0,4.0,1.0,7077.873561598387,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.57,1.75,1.83,1115,853.184906005859,213.296226501465,156.867614746094,290.219848632812,2366.57400738698,751.682998657227,187.920749664307,138.042633056641,255.391876220703,1832.23501052782
260,260,2406.0,2e783c9c-2b87-4e09-8896-4cd1bb340fc3,-2.22408,29.64931,"(29.64931, -2.22408)",12.0,0.7295999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.24,0.0,0.0,0.0,17.44053029788681,475.2566528320313,461.7305603027344,11.0,0.0007926023778071,0.1708058124174372,0.3402906208718626,0.0,0.0282694848084544,0.421664464993395,0.0352708058124174,0.0029062087186261,0.0,0.0,0.5401585204755615,0.0055542443276835,0.6133168935775757,0.3616050183773041,155.07875340944156,0.1950000021606683,0.2376,4.333333333333333,3.083333333333333,1671.0,914.0,476.0,1.0,1.0,15965.9809181174,4333.0,2054.0,20.0,1.0,1.0,18174.24468543032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,37.26,5.4,3.8,3082,542.328994750977,135.582248687744,75.3221740722656,217.535232543945,2924.08659004355,556.899314880371,139.224828720093,77.7374267578125,224.744964599609,3106.28403446106
261,261,2301.0,61625d9c-8b22-4ef3-88ce-8fbcf0be39fc,-1.8933333,30.5085277,"(30.5085277, -1.8933333)",10.0,0.032222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.9666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,7.761021455128988e-09,1416.925048828125,1416.9248046875,3.0,0.0189881096821159,0.151540888133948,0.2977432661975249,0.0,0.0414341179325406,0.0882067459354525,0.1861198738170347,0.2159669983013831,0.0,0.0,0.5097063819461296,0.0009722543330702,0.5926350355148315,0.4847776293754577,210.3059792728164,0.4958333298563957,0.5097222222222221,5.916666666666667,4.333333333333333,8194.0,1397.0,25.0,13.0,3.0,952.8959413529668,2665.0,31263.0,16.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,38.72,1.04,0.21,2972,1618.08923339844,404.522308349609,274.950134277344,525.980651855469,11110.0532144019,1798.90795898438,449.726989746094,305.675354003906,584.758117675781,13731.8512837831
262,262,2728.0,9ff85c1b-7628-47dc-bfd1-896cad965de0,-1.47764,29.62633,"(29.62633, -1.47764)",10.0,1.2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.64,0.04,0.12,0.04,0.0,0.0,0.0,916.040753102505,612.4090576171875,524.3065185546875,11.0,0.0015092061575611,0.1202837307576214,0.3993359492906731,0.0,0.0,0.4788711137941442,0.0,0.0,0.0,0.0,0.5211288862058557,0.0065781559089014,0.7344861626625061,0.5028063654899597,224.88162661233343,0.2158333336313565,0.3978666666666666,5.25,3.6666666666666665,13717.0,6208.0,23.0,3.0,1.0,624.8254532967875,12547.0,13654.0,5.0,8.0,2.0,2040.914169901181,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.41,0.42,0.57,3419,1211.3840637207,302.846015930176,248.145935058594,384.706909179688,2829.39442663564,1019.34370422363,254.835926055908,203.244384765625,315.671112060547,1910.67893353679
263,263,2392.0,dc39fe43-4f16-4649-978a-828411f8a9fd,-2.26958,29.84175,"(29.84175, -2.26958)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8597.361525053288,795.0097045898438,492.6676330566406,11.0,0.0009023234829686,0.1263252876156102,0.3927362959621024,0.0,0.0,0.4800360929393187,0.0,0.0,0.0,0.0,0.5199639070606813,0.0011847874576866,0.7389405965805054,0.6248431205749512,4658.679340864214,0.2358333344260851,0.3146666666666666,4.75,3.333333333333333,3708.0,1683.0,80.0,23.0,1.0,12227.15503389778,7222.0,13634.0,276.0,1.0,1.0,9074.917309747134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,32.33,6.37,7.31,3067,272.183097839355,68.0457744598389,63.5695495605469,74.2886581420898,15.1900031197983,289.577117919922,72.3942794799805,68.4358596801758,79.9755325317383,20.0714430485677
264,264,1889.0,f42de6cf-6192-4a82-8e42-095c0900004d,-2.3744400000000003,29.10886,"(29.10886, -2.3744400000000003)",14.0,2.989969136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.0,0.0,0.8611111111111112,0.0,0.0,0.0,13011.55479206232,946.0440673828124,564.5934448242188,3.0,0.0,0.0277574872169466,0.5153396639883127,0.0014609203798392,0.0,0.4554419284149014,0.0,0.0,0.0,0.0,0.5445580715850986,0.0036442712454144,0.5953609943389893,0.3956511616706848,2152.544149834079,0.1466666683554649,0.2279999999999999,3.1666666666666665,2.25,23106.0,13133.0,30.0,79.0,3.0,5101.037120243211,11733.0,11456.0,7.0,2.0,1.0,4691.502196153135,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.61,2.46,2.14,2549,330.739486694336,82.684871673584,72.2396697998047,99.4357376098633,113.178686286337,362.66316986084,90.66579246521,79.3226013183594,109.185180664062,136.095136131433
265,265,1256.0,a98e631e-b7c8-4666-8b82-8975924d3498,-1.6313333330000002,29.79152778,"(29.79152778, -1.6313333330000002)",14.0,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.8333333333333334,0.0,0.0,0.0,1561.9843007068202,731.7105712890625,624.0191650390625,3.0,0.0008397186942374,0.0730555263986564,0.4434764353941429,0.0,0.0,0.2836149889786921,0.1915608271229138,0.0,0.0,0.0,0.5173716804870369,0.0001460633648306,0.422845721244812,0.3894358575344085,503.6173579101544,0.1716666685727735,0.617037037037037,5.333333333333333,3.1666666666666665,458.0,903.0,105.0,2.0,1.0,2915.438462133596,30960.0,9596.0,451.0,1.0,1.0,9444.565620995672,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.9,1.69,1.13,1877,799.898971557617,199.974742889404,150.323303222656,270.079925537109,2538.39562087406,763.869247436523,190.967311859131,143.11540222168,259.454681396484,2379.40313171425
266,266,1134.0,aea1dba2-a977-4963-b7b2-6520930afb5a,-2.26442,30.64622,"(30.64622, -2.26442)",9.0,0.1823999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,6.438773355366272e-10,636.3841552734375,636.3840942382812,3.0,0.0003266194882961,0.0637996733805117,0.4354926510615133,0.0,0.0219923788786064,0.3089820359281437,0.1694066412629286,0.0,0.0,0.0,0.5216113228089276,9.226647993345852e-05,0.4051562249660492,0.3736622035503387,18.19841202898533,0.2158333348731199,0.1386111111111111,5.5,4.5,27698.0,6178.0,23.0,1.0,1.0,3707.361100430432,12886.0,12755.0,22.0,2.0,1.0,3707.361100430432,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,61.74,2.38,1.0,1745,555.569831848145,138.892457962036,114.703605651855,164.305847167969,308.113745633116,584.569549560547,146.142387390137,120.69091796875,172.882308959961,341.119237578067
267,267,1085.0,8d0f544a-faf4-4c38-9364-75e0f2a1ba2c,-2.193194444,30.33930556,"(30.33930556, -2.193194444)",10.0,0.5599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.8,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,34.21643502513567,651.467041015625,633.0641479492188,11.0,0.0093875038473376,0.1591258848876577,0.3698060941828255,0.0,0.0209295167743921,0.440751000307787,0.0,0.0,0.0,0.0,0.559248999692213,0.0002768837609545,0.40032958984375,0.3536261618137359,866.448718546395,0.1525000015584131,0.629372427983539,5.666666666666667,3.333333333333333,10409.0,3961.0,17.0,5.0,1.0,10074.78787673624,2206.0,3000.0,85.0,4.0,1.0,10074.78787673624,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,30.41,11.76,8.11,1694,507.891220092773,126.972805023193,97.2827301025391,159.568176269531,518.577026773171,530.496253967285,132.624063491821,101.61255645752,166.670181274414,565.765569429535
268,268,2322.0,46d39f0b-e0ef-4316-8d36-747b073cc6bd,-1.63286,29.75478,"(29.75478, -1.63286)",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1379.9600952189778,639.5303344726562,519.4323120117188,3.0,0.0,0.0208504350681333,0.5319323592185191,0.0001641766540797,0.0,0.4470530290592677,0.0,0.0,0.0,0.0,0.5529469709407322,3.8784230214533526e-05,0.3962346613407135,0.3776962459087372,2018.9910130952485,0.1366666679581006,0.5453333333333333,4.916666666666667,2.833333333333333,458.0,903.0,105.0,2.0,1.0,6126.290993037444,30960.0,9596.0,451.0,1.0,1.0,11277.63645962076,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.02,2.5,1.7,2993,279.885314941406,69.9713287353516,67.3114471435547,72.3347320556641,5.0378926237172,270.046714782715,67.5116786956787,65.4867172241211,69.4458084106445,3.68181802112304
269,269,1600.0,22bc4fc9-1acd-45b6-8bfd-8e055e1b2c87,-1.92217,29.67211,"(29.67211, -1.92217)",14.0,4.1856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.12,0.0,0.2,0.48,0.0,0.0,0.0,4534.1031312957,609.4525146484375,405.5546875,11.0,0.0005422993492407,0.084056399132321,0.4501084598698481,0.0,0.0104844540853217,0.4548083875632682,0.0,0.0,0.0,0.0,0.5451916124367318,0.0006686834718962,0.4238216578960418,0.3538018465042114,2295.52054626678,0.0650000014963249,0.4576,3.6666666666666665,1.75,50.0,568.0,45.0,1.0,1.0,7213.602088121772,745.0,1855.0,281.0,2.0,1.0,5820.019866972108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,29.54,4.4,3.24,2242,353.923305511475,70.7846611022949,53.5875015258789,92.5986557006836,208.830385872154,335.333019256592,67.0666038513184,50.5594749450684,88.7748565673828,197.810562312279
270,270,1842.0,e7995b51-8363-45ad-8fb1-f4fa3eec2840,-1.9676944,30.06775,"(30.06775, -1.9676944)",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857328.275212824,7808.19677734375,4353.68505859375,13.0,0.219878091147396,0.1686511069702807,0.0878312225626125,0.0002210782301108,0.0364463253639895,0.0,0.0020528692796007,0.3818652686100496,0.1004958468875343,0.0,0.5130278242743896,0.0011105532802405,0.9088578820228576,0.8218522071838379,651.7885898171252,9.766666650772097,0.3167999999999999,4.666666666666667,3.333333333333333,2584.0,7188.0,17.0,8.0,1.0,0.0,48294.0,20179.0,6.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.72,0.14,0.23,2498,2719.40347290039,679.850868225098,435.153778076172,992.92431640625,47756.9235742685,3594.12585449219,898.531463623047,674.116455078125,1205.68212890625,49419.7846905077
271,271,2809.0,1c0d2148-1f44-4aa3-8ebc-ba85942d3b0d,-2.01233,29.66542,"(29.66542, -2.01233)",9.0,0.1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.176234300236827,305.81549072265625,304.47967529296875,3.0,0.0,0.0717363205514864,0.47414907367514,0.0008616975441619,0.0023696682464454,0.450883239982766,0.0,0.0,0.0,0.0,0.549116760017234,0.00935522853045,0.7357562780380249,0.4458949267864227,3166.826277370448,0.0566666692805786,0.4661111111111111,4.0,2.333333333333333,10218.0,11880.0,18.0,2.0,1.0,11777.787118487508,17808.0,18951.0,17.0,1.0,1.0,11777.787118487508,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29.4,3.23,4.21,3504,159.605819702148,39.9014549255371,38.3747062683105,41.5822257995605,2.21221513743512,165.596504211426,41.3991260528564,39.815071105957,43.1429824829102,2.38140099447264
272,272,2948.0,cb082efd-019e-45a5-b7d8-04f760a4894f,-2.0916944,29.867638800000005,"(29.867638800000005, -2.0916944)",13.0,2.4544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,34368208.40891319,21226.87109375,5438.16796875,1.0,0.2664915857493348,0.1271294792494557,0.0511766128753585,0.0015549949894605,0.0525933860879781,0.0012785514357787,0.006911088842047,0.2559176198210028,0.2297245931096444,0.001624105877881,0.4989460589515878,0.0085374519633781,0.9444350004196168,0.6829789876937866,2304.112492921612,2.51666667064031,0.2965333333333333,4.75,3.0,1191.0,6.0,23.0,1.0,1.0,5778.780825183291,17619.0,22219.0,14.0,1.0,1.0,9332.83784885984,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.09,6.24,6.24,3650,324.330474853516,81.0826187133789,79.7426376342773,84.0559387207031,2.99857028314727,332.644203186035,83.1610507965088,81.7867202758789,86.2105865478516,3.15426680982273
273,273,2060.0,3a56ea85-2028-4005-be7b-7ba06195b677,-1.75122,30.20831,"(30.20831, -1.75122)",14.0,4.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.12,0.56,0.0,0.0,0.0,573.8394553187148,505.5124816894531,436.4987182617188,3.0,0.0,0.0086655112651646,0.5330077201827635,0.0006302190011028,0.0,0.4576965495509689,0.0,0.0,0.0,0.0,0.542303450449031,0.0014748498136067,0.719792366027832,0.614161491394043,3744.373723579176,0.2008333311726649,0.3418666666666666,6.166666666666667,4.5,1395.0,975.0,21.0,1.0,1.0,9268.410912110538,4639.0,73.0,655.0,1.0,1.0,6452.558045441737,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22.15,9.04,5.6,2724,219.088653564453,54.7721633911133,49.4867401123047,67.201416015625,53.375381293532,212.758953094482,53.1897382736206,48.2134590148926,64.7797393798828,46.5604877998294
274,274,2477.0,5d4a896e-2c53-4791-9429-c25ed9d6ea5d,-2.54389,29.88172,"(29.88172, -2.54389)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.969186551133056,563.2521362304688,550.8493041992188,3.0,0.0,0.0551301684532924,0.503062787136294,0.0012761613067891,0.0,0.4405308831036243,0.0,0.0,0.0,0.0,0.5594691168963757,0.0085965808444571,0.5813007950782776,0.3194396495819092,1959.6765498436607,0.1391666692992051,0.5514403292181072,4.75,2.6666666666666665,2088.0,947.0,197.0,1.0,1.0,6686.81663658583,2037.0,10732.0,12.0,1.0,1.0,11012.928340297787,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,61.41,15.31,12.92,3154,268.162017822266,67.0405044555664,65.9210205078125,68.5040130615234,0.943683123594383,278.675926208496,69.668981552124,68.5202789306641,71.2051239013672,1.03799834397432
275,275,185.0,f33ffc94-8414-44b6-9732-00c6c8a6ae10,-2.41475,29.73680556,"(29.73680556, -2.41475)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,874.7716693977055,586.8955078125,508.487548828125,11.0,0.0,0.0815390045887751,0.4193434521708436,0.0,0.0,0.4991175432403812,0.0,0.0,0.0,0.0,0.5008824567596187,0.0106090758843629,0.7288159728050232,0.4794160425662994,4019.939402064334,0.1075000030299027,0.3530555555555555,4.25,2.6666666666666665,9645.0,24848.0,21.0,14.0,3.0,5955.537160171445,4333.0,2054.0,20.0,1.0,1.0,6022.949551221162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,51.54,6.0,4.76,298,244.482196807861,61.1205492019653,58.030330657959,65.7916870117188,9.48017026095749,256.862079620361,64.2155199050903,60.5228691101074,70.2008590698242,14.7257032686857
276,276,3226.0,71b3f505-a72a-4a9c-8edf-c40db0288b2d,-2.219664,29.856033,"(29.856033, -2.219664)",9.0,3.9936000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5557191.7171736,10475.2958984375,3878.093017578125,13.0,0.2055900621118012,0.1761586239847109,0.0583373148590539,0.0,0.0261825131390348,0.0021500238891543,0.0318681318681318,0.4927376970855232,0.0,0.0,0.466268514094601,0.0075215141294473,0.8803386688232422,0.6216493248939514,5859.143215907704,1.9866666595141087,0.4072,3.8333333333333335,2.083333333333333,3708.0,1683.0,80.0,23.0,1.0,17590.188485031587,7222.0,13634.0,276.0,1.0,1.0,7837.244652803422,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,26.59,6.88,2.77,3949,253.689838409424,63.422459602356,61.9542198181152,65.1187286376953,1.34323224366653,273.110038757324,68.2775096893311,66.6968765258789,70.103630065918,1.55675451682691
277,277,218.0,fdaa4240-0762-4851-94ce-58144fe473ed,-1.670805556,29.55547222,"(29.55547222, -1.670805556)",14.0,0.1288888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.9666666666666668,0.0,0.0,0.0,549.2540810558899,649.3507690429688,549.974365234375,3.0,0.0,0.0331836327345309,0.4875249500998004,0.0,0.0152195608782435,0.4640718562874251,0.0,0.0,0.0,0.0,0.5359281437125748,9.721870806222314e-07,0.7444067001342773,0.7415152192115784,2091.23323998024,0.150000001459072,0.3759999999999999,4.0,2.583333333333333,26973.0,4841.0,25.0,2.0,2.0,15648.978734952128,4364.0,4689.0,11.0,1.0,1.0,8048.843192407902,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.69,5.18,1.77,383,417.550086975098,104.387521743774,88.8061141967773,117.181991577148,121.818817452538,401.89128112793,100.472820281982,85.5591735839844,112.897567749023,111.667415643737
278,278,2773.0,3f3a1455-ba5f-46aa-9306-4be3d46fde16,-1.9789166,30.228138800000004,"(30.228138800000004, -1.9789166)",9.0,4.9664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.04,0.0,0.0,0.28,0.0,0.0,0.0,36833.40668756469,1719.5302734375,1118.3155517578125,13.0,0.0683604716451431,0.1695676586187535,0.2097604342129889,0.0,0.0323320232079356,0.008983717012914,0.0278869548942541,0.4038461538461538,0.0792625865618566,0.0,0.4800205876848212,0.0050503829293042,0.8467355370521545,0.6262937784194946,227.43337807716512,1.1191666821638744,0.2285333333333333,2.75,1.75,30936.0,1769.0,15.0,1.0,1.0,528.7818440785632,27875.0,9561.0,4.0,3.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.41,0.31,0.23,3465,1790.56359863281,358.112719726562,227.244720458984,446.43212890625,6204.20032737203,1997.19906616211,399.439813232422,246.925598144531,502.374359130859,8510.69666407682
279,279,94.0,3a428490-0e51-4e95-baf4-e1e65dad8853,-1.98208,30.44875,"(30.44875, -1.98208)",9.0,3.9136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.08,0.0,0.0,0.2,0.0,0.0,0.0,3946.561818501831,1115.652587890625,914.0421142578124,3.0,0.0,0.0609271523178807,0.4841059602649006,0.0,0.0,0.4549668874172185,0.0,0.0,0.0,0.0,0.5450331125827814,0.0010860441021911,0.5115472078323364,0.4129323363304138,1484.2327722180637,0.2858333305145303,0.2466666666666666,4.666666666666667,3.5,18220.0,2458.0,38.0,12.0,2.0,1880.224139928941,127077.0,93735.0,4.0,1.0,1.0,7415.923645301782,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,30.96,3.14,2.22,155,286.478553771973,71.6196384429932,61.184154510498,83.5176391601562,86.9084381067114,329.362335205078,82.3405838012695,67.9597091674805,97.3847198486328,146.466648083326
