,Unnamed: 0.2,giga_id_school,lat,lon,school_locations,modis.LC_Type1.mode,modis.LC_Type1.var,modis.LC_Type1.evg_conif,modis.LC_Type1.evg_broad,modis.LC_Type1.dcd_needle,modis.LC_Type1.dcd_broad,modis.LC_Type1.mix_forest,modis.LC_Type1.cls_shrub,modis.LC_Type1.open_shrub,modis.LC_Type1.woody_savanna,modis.LC_Type1.savanna,modis.LC_Type1.grassland,modis.LC_Type1.perm_wetland,modis.LC_Type1.cropland,modis.LC_Type1.crop_nat_veg,modis.LC_Type1.perm_snow,modis.LC_Type1.barren,modis.LC_Type1.water_bds,pop.population_density.var,pop.population_density.max,pop.population_density.min,human_settlement_layer_built_up.built_characteristics.mode,human_settlement_layer_built_up.built_characteristics.open_low_veg,human_settlement_layer_built_up.built_characteristics.open_med_veg,human_settlement_layer_built_up.built_characteristics.open_high_veg,human_settlement_layer_built_up.built_characteristics.open_water,human_settlement_layer_built_up.built_characteristics.open_road,human_settlement_layer_built_up.built_characteristics.built_non_res_3,human_settlement_layer_built_up.built_characteristics.built_non_res_3-6,human_settlement_layer_built_up.built_characteristics.built_non_res_6-15,human_settlement_layer_built_up.built_characteristics.built_non_res_15-30,human_settlement_layer_built_up.built_characteristics.build_non_res_30,human_settlement_layer_built_up.built_characteristics.built,global_human_modification.gHM.var,global_human_modification.gHM.max,global_human_modification.gHM.min,transmission_line_distance,nightlight.avg_rad.min,nightlight.cf_cvg.var,nightlight.cf_cvg.max,nightlight.cf_cvg.min,avg_d_kbps_mobile,avg_u_kbps_mobile,avg_lat_ms_mobile,tests_mobile,devices_mobile,ookla_distance_mobile,avg_d_kbps_fixed,avg_u_kbps_fixed,avg_lat_ms_fixed,tests_fixed,devices_fixed,ookla_distance_fixed,connectivity,boundary_Bugesera,boundary_Burera,boundary_Gakenke,boundary_Gasabo,boundary_Gatsibo,boundary_Gicumbi,boundary_Gisagara,boundary_Huye,boundary_Kamonyi,boundary_Karongi,boundary_Kayonza,boundary_Kicukiro,boundary_Kirehe,boundary_Muhanga,boundary_Musanze,boundary_Ngoma,boundary_Ngororero,boundary_Nyabihu,boundary_Nyagatare,boundary_Nyamagabe,boundary_Nyamasheke,boundary_Nyanza,boundary_Nyarugenge,boundary_Nyaruguru,boundary_Rubavu,boundary_Ruhango,boundary_Rulindo,boundary_Rusizi,boundary_Rutsiro,boundary_Rwamagana,education_level,nearest_LTE_distance,nearest_UMTS_distance,nearest_GSM_distance
111,111,0ed748c6-17ec-4f0d-9654-2b228484cfb6,-1.6750599999999998,29.264440000000004,"(29.264440000000004, -1.6750599999999998)",9.0,0.8622222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.1,0.0,0.0,0.033333333,0.0,0.0,0.0,0.0960030266900121,557.1008911132812,556.1149291992188,11.0,0.003143006809848,0.0842063907805133,0.4229963331587218,0.0,0.0294656888423258,0.4601885804085909,0.0,0.0,0.0,0.0,0.5398114195914091,0.0018069747666545,0.5045209527015686,0.3679141998291015,1856.6736985100272,0.2458333292355139,0.2096296296296295,5.833333333333333,4.75,52438.0,34963.0,22.0,1.0,1.0,0.0,13369.0,5742.0,17.0,3.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,43.16,0.61,1.38
112,112,2377e320-264f-4dac-abd6-c9d56c3d731f,-2.65233,29.78139,"(29.78139, -2.65233)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3853.026460608767,759.1627807617188,547.93994140625,11.0,0.0014564520827264,0.0718030876784153,0.4434896591902126,0.0,0.0147101660355374,0.468540635013108,0.0,0.0,0.0,0.0,0.531459364986892,0.0032756212200383,0.5364388227462769,0.3706787526607513,2502.599842715351,0.1991666679581006,0.5329218106995884,4.083333333333333,2.4166666666666665,45858.0,56454.0,15.0,1.0,1.0,3704.314560056615,4030.0,4507.0,19.0,2.0,1.0,4139.866464293024,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,74.99,2.84,2.65
113,113,180f80e3-fc6e-443d-b2c3-6cfc196d45e6,-1.4425833330000002,29.70694444,"(29.70694444, -1.4425833330000002)",10.0,3.995555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.5,0.0,0.033333333,0.3333333333333333,0.0,0.0,0.0,3.311369154188368e-09,1115.652587890625,1115.6524658203125,3.0,0.0200009804402176,0.1473111427030737,0.3356537085151233,0.0,0.0224520809843619,0.0292171184862003,0.185989509289671,0.259375459581352,0.0,0.0,0.5254179126427766,0.0017352233888961,0.669319212436676,0.5520148277282715,37.19993224405501,0.5849999984105428,0.3469333333333333,4.833333333333333,3.333333333333333,6461.0,3220.0,25.0,7.0,1.0,9.663644996006042,2420.0,21.0,165.0,2.0,1.0,6802.780875563848,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10.49,2.06,0.91
114,114,2e1faaf6-296d-4246-b026-8b797e0a63b3,-1.803833333,30.41847222,"(30.41847222, -1.803833333)",13.0,1.6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.08,4523661.988633604,10475.2958984375,5936.0947265625,13.0,0.2023869346733668,0.1817211055276382,0.0841708542713567,0.0008165829145728,0.0270100502512562,0.0012562814070351,0.0172424623115577,0.4800251256281407,0.0,0.0,0.4961055276381909,0.0779713049702834,0.9252241849899292,0.0,159.6733962984648,0.0,2.2101337448559675,3.25,0.0,5687.0,495.0,34.0,5.0,2.0,5035.898395588656,18533.0,31556.0,36.0,3.0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,33.57,0.62,3.55
115,115,6ce06a7f-3321-4b97-ba11-789b0f53905f,-2.743194444,29.69502778,"(29.69502778, -2.743194444)",9.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.08,0.0,0.0,0.0,25246.7946344041,1108.9468994140625,696.9948120117188,3.0,0.0,0.0214907154914946,0.5161018049603947,0.0,0.013504739644202,0.1509544215037008,0.2183482664589014,0.0796000519413063,0.0,0.0,0.5510972600960914,0.0143098167244859,0.9236241579055786,0.5385207533836365,3121.2797841237725,0.2400000031727055,0.4085333333333332,4.25,2.6666666666666665,2917.0,1915.0,224.0,1.0,1.0,12973.904613806666,3129.0,3464.0,14.0,2.0,1.0,13326.192643095908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,83.76,5.91,6.11
116,116,bc7842fb-21a1-4194-a613-8952eff5d9f0,-2.123777778,30.41597222,"(30.41597222, -2.123777778)",14.0,4.888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.0,4907.701756251329,594.73583984375,340.4661560058594,3.0,0.0003166561114629,0.054623179227359,0.4498100063331222,0.0015832805573147,0.0250158328055731,0.3801456618112729,0.0885053831538948,0.0,0.0,0.0,0.5313489550348321,0.0003785858261623,0.4007958173751831,0.3398402035236358,3824.627329692967,0.11833333534499,0.3162666666666666,3.6666666666666665,2.1666666666666665,5126.0,380.0,19.0,1.0,1.0,647.4308188692667,2206.0,3000.0,85.0,4.0,1.0,1258.92704515066,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31.77,5.01,2.84
117,117,5467262c-ebca-4bc7-8b74-cc4d088ab18c,-2.148277778,29.52033333,"(29.52033333, -2.148277778)",9.0,13.2,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.0,0.28,0.0,0.12,0.0,0.0,0.2,68367.9839390001,946.0439453125,0.0,3.0,0.0165098867344979,0.1263198310616241,0.3442119408715684,0.0001919754271453,0.0261086580917642,0.2610865809176425,0.2255711268957573,0.0,0.0,0.0,0.5133422921866001,0.0132236715851564,0.4286907315254211,0.0,40.225083772063954,0.0041666664183139,0.9962037037037036,3.25,0.9166666666666666,6882.0,469.0,33.0,1.0,1.0,16214.699944870745,34299.0,39280.0,6.0,5.0,1.0,16214.699944870745,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20.67,15.78,0.36
118,118,ba05e1da-77a0-41f8-b84b-f1d06dee7707,-2.52178,28.88597,"(28.88597, -2.52178)",9.0,4.805555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.0,0.0,0.1666666666666666,0.2666666666666666,0.0,0.0,0.0,1926516.924533041,5262.51123046875,762.2589721679688,3.0,0.0002331274041263,0.0399813498076698,0.4487702529432334,0.0,0.0205152115631192,0.1350973306912227,0.2362746240820608,0.1191281035085674,0.0,0.0,0.5094999417181489,0.0040333644964503,0.8725816011428833,0.6727919578552246,61.57106014434249,0.3991666585206985,0.3076851851851851,3.333333333333333,1.9166666666666667,8532.0,2094.0,19.0,1.0,1.0,1718.9145719121132,2471.0,9134.0,19.0,1.0,1.0,1971.6652990697185,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3.47,2.15,2.17
119,119,7f5d2a3d-cb94-494b-bea4-05f885d2383b,-1.967611111,30.11102778,"(30.11102778, -1.967611111)",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2286355.087748489,7980.75341796875,3127.3173828125,13.0,0.2280216088370467,0.1805305453274921,0.0333808154379552,0.0,0.0619775848630634,0.0002687666299352,0.0017201064315854,0.4028005482839251,0.0455828204370145,0.0394818179374848,0.5039105544655575,0.0013818559839599,0.9373972415924072,0.832573652267456,801.3508883492905,10.87916668256124,0.2909333333333333,4.416666666666667,3.25,14563.0,41596.0,18.0,1.0,1.0,278.032742974814,26066.0,9707.0,5.0,3.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.53,0.25,0.31
120,120,43ec1d83-9f41-4fc5-8d18-d7b1082e96b1,-2.6059400000000004,29.547,"(29.547, -2.6059400000000004)",14.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.32,0.64,0.0,0.0,0.0,195.19411703001384,411.4043273925781,366.6978759765625,3.0,0.0,0.0574324324324324,0.4918918918918919,0.0,0.0,0.4506756756756757,0.0,0.0,0.0,0.0,0.5493243243243243,0.0005914392834944,0.438282698392868,0.356867641210556,102.06918127322568,0.1491666701622307,0.492,4.083333333333333,2.583333333333333,14493.0,1624.0,27.0,19.0,2.0,4378.972306736094,14089.0,13894.0,11.0,1.0,1.0,4549.924574697496,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,63.22,4.94,5.08
121,121,d455d009-40bc-4098-970f-1d4bcca7a3c5,-1.562222222,29.55086111,"(29.55086111, -1.562222222)",14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,44159.26466502204,1297.65087890625,676.2009887695312,3.0,0.0121547707475184,0.1092578837193598,0.3672766560875143,0.0055371733405361,0.0195151597001823,0.073671416030792,0.2912418124113715,0.1141197920183672,0.0,0.0,0.5137416435951111,0.0020378473547779,0.6276882886886597,0.4771106839179992,136.08359752595425,0.2375000032285849,0.5434666666666667,4.333333333333333,2.25,4564.0,2539.0,193.0,6.0,2.0,10887.187770054772,20566.0,45655.0,34.0,4.0,1.0,5267.478154845479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.32,0.04,0.14
122,122,56b21c93-8cbb-40b5-9158-71ef22601925,-2.3023055,29.9426944,"(29.9426944, -2.3023055)",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,247.0266661884976,604.2870483398438,559.6571044921875,3.0,0.0,0.0364950634696756,0.491361071932299,0.0,0.0049365303244005,0.4672073342736248,0.0,0.0,0.0,0.0,0.5327926657263752,0.0001608866848384,0.3847834765911102,0.3422555327415466,1273.958124365192,0.1700000027194619,0.3587962962962963,4.25,3.083333333333333,58787.0,35118.0,18.0,5.0,1.0,8654.38320301014,7222.0,13634.0,276.0,1.0,1.0,5919.131301887848,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,34.5,9.51,13.12
123,123,c514de8e-d3c6-460f-b37e-e9e123e2333d,-2.286027778,29.42777778,"(29.42777778, -2.286027778)",9.0,1.7555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2333333333333333,0.0,0.033333333,0.066666667,0.0,0.0,0.0,692.3050235753626,424.9405212402344,364.0244445800781,3.0,0.0,0.0550220607318972,0.4897482481183493,0.0002595380223202,0.0,0.4549701531274331,0.0,0.0,0.0,0.0,0.5450298468725668,0.0002486702496538,0.7353633046150208,0.6863784193992615,3825.144230947628,0.0875000000620881,0.6985185185185184,4.916666666666667,2.833333333333333,13412.0,3788.0,31.0,1.0,1.0,4383.517082062826,2157.0,3773.0,27.0,1.0,1.0,25138.46850206604,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.45,24.45,14.93
124,124,c4d622bd-c2f7-4b7e-b31a-37d0d189c39e,-1.67114,29.72172,"(29.72172, -1.67114)",14.0,0.3599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,118.31948186935466,527.6849975585938,497.2234497070313,3.0,0.0,0.0342565597667638,0.5069241982507289,0.0,0.0,0.4178206997084548,0.0409985422740524,0.0,0.0,0.0,0.5411807580174927,9.14972977675528e-06,0.3911958634853363,0.3804521262645721,6695.640351796032,0.0933333324889341,0.5504000000000001,4.583333333333333,2.6666666666666665,5067.0,2798.0,23.0,3.0,1.0,1722.54014057955,31877.0,7198.0,18.0,1.0,1.0,14808.598590790258,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,21.35,7.37,6.99
125,125,aa5e8967-a869-4124-8b58-fcf081e48567,-2.7566900000000003,29.44336,"(29.44336, -2.7566900000000003)",9.0,0.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,23326.876086084743,888.1354370117188,386.9225463867188,3.0,0.0,0.0271402913590101,0.4675713430453003,0.0,0.0201556575533825,0.4478148074236679,0.0373179006186389,0.0,0.0,0.0,0.5148672919576931,0.0011676344645484,0.746938169002533,0.6417990922927856,590.9486337119959,0.094166666890184,0.5192258230452674,4.25,2.333333333333333,6301.0,3515.0,33.0,1.0,1.0,15344.443515176445,14089.0,13894.0,11.0,1.0,1.0,16445.52375159001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,66.85,14.81,13.7
126,126,f163989e-9989-4cd6-b5c8-338bfd49cc82,-2.34711,29.40142,"(29.40142, -2.34711)",10.0,1.1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.6,0.0,0.04,0.04,0.0,0.0,0.0,119.3157028734776,456.7937927246094,424.94049072265625,3.0,0.0,0.0338901381304208,0.5187921619017025,0.000803083841953,0.0,0.4465146161259235,0.0,0.0,0.0,0.0,0.5534853838740764,0.0020831065650353,0.7367061972618103,0.6063010692596436,3648.046298932981,0.0958333313465118,0.3266666666666666,3.8333333333333335,2.5,13412.0,3788.0,31.0,1.0,1.0,7118.24475629043,426.0,779.0,119.0,1.0,1.0,26510.21401180284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,31.25,20.21,9.55
127,127,014d3831-1692-4ba2-91b8-4e40ae8905fe,-1.842277778,29.70761111,"(29.70761111, -1.842277778)",9.0,5.987654320987653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0277777777777777,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,20.86476287392563,437.0936279296875,420.4066162109375,3.0,0.0,0.0822649572649572,0.4716880341880342,0.0,0.0,0.4460470085470085,0.0,0.0,0.0,0.0,0.5539529914529915,0.0117912470853015,0.7236447334289551,0.4054483473300934,5633.681016597561,0.1424999996088445,0.5322666666666666,3.9166666666666665,2.4166666666666665,9169.0,25001.0,16.0,3.0,1.0,8014.000661589672,22313.0,24307.0,16.0,2.0,1.0,8014.000661589672,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29.57,8.41,9.16
128,128,dca649af-645e-449e-90a5-5becedd7b165,-1.583305556,29.47311111,"(29.47311111, -1.583305556)",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.794896019829643e-09,1241.0531005859375,1241.0528564453125,3.0,0.0031218529707955,0.1178247734138972,0.3753272910372608,0.0,0.0269889224572004,0.255790533736153,0.1576032225579053,0.0633434038267875,0.0,0.0,0.5232628398791541,0.0002827940682759,0.8068848848342896,0.754347562789917,3956.701807786647,0.1483333325013518,0.485648148148148,4.25,2.4166666666666665,16778.0,13886.0,19.0,3.0,1.0,13808.762816637478,4364.0,4689.0,11.0,1.0,1.0,4487.729102347361,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19.87,4.56,2.48
129,129,7f2f9ac2-0544-4134-abf8-75ae83a6ae11,-2.44469,29.09192,"(29.09192, -2.44469)",9.0,3.7664,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.76,0.08,0.0,0.0,0.0,0.0,0.0,0.0,32130.69373278513,563.7659301757812,0.0,11.0,0.001338688085676,0.0517626059794734,0.4413208389112003,0.0,0.0156180276662204,0.4899598393574297,0.0,0.0,0.0,0.0,0.5100401606425703,0.0049445297577132,0.4947443902492523,0.2378589808940887,398.2356419923231,0.217500000881652,0.1986666666666666,3.4166666666666665,2.333333333333333,2570.0,2055.0,34.0,1.0,1.0,8722.919052299307,34027.0,39190.0,6.0,1.0,1.0,597.7900139777921,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,21.87,0.64,1.06
130,130,3a8d720c-302c-4e26-bf84-70ec76033889,-2.66403,29.68914,"(29.68914, -2.66403)",12.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.72,0.24,0.0,0.0,0.0,118.17660650723604,489.7294616699219,461.9871826171875,11.0,0.0027616680475006,0.1176470588235294,0.4045843689588511,0.0004142502071251,0.0093896713615023,0.4652029826014913,0.0,0.0,0.0,0.0,0.5347970173985087,0.0049211056735059,0.7331573963165283,0.510561466217041,2848.121768806972,0.10416666790843,0.3273533950617284,3.6666666666666665,2.1666666666666665,2917.0,1915.0,224.0,1.0,1.0,6476.683314906903,3129.0,3464.0,14.0,2.0,1.0,6294.550753538107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,75.74,2.91,5.63
131,131,278f1e29-d9fc-49c5-b059-25bd9b901f09,-1.774583333,29.29111111,"(29.29111111, -1.774583333)",14.0,2.048888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.1666666666666666,0.7,0.0,0.0,0.0,2619.7847286661467,1446.544921875,1261.354736328125,3.0,0.0020545048039156,0.1224847422805003,0.3963381473200797,0.0,0.0,0.0434467339416278,0.2624932020061635,0.1731826696477128,0.0,0.0,0.5208773944044958,0.0036527291214609,0.6120359301567078,0.4207885265350342,293.7859794399701,0.4299999972184499,0.3909333333333333,4.666666666666667,3.083333333333333,5785.0,1431.0,37.0,5.0,2.0,1035.7856101200937,693.0,1575.0,434.0,1.0,1.0,2547.90322813922,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,31.78,3.41,1.91
132,132,6af0685d-27b8-47b8-ba3f-37dd295a9a8d,-2.209305556,29.37336111,"(29.37336111, -2.209305556)",10.0,2.4064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.32,0.2,0.0,0.0,0.0,509.86923891266827,373.12933349609375,312.2592468261719,3.0,0.0,0.027337559429477,0.5252245113576334,0.002377179080824,0.0,0.4450607501320655,0.0,0.0,0.0,0.0,0.5549392498679345,0.0066272843531102,0.6287902593612671,0.4325149059295654,1587.9818392895102,0.0699999996771414,0.5522222222222223,4.416666666666667,2.25,13412.0,3788.0,31.0,1.0,1.0,7843.929739984734,13454.0,13814.0,32.0,17.0,1.0,15339.049415348802,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.71,14.66,7.91
133,133,ab468640-ed23-479d-8533-13259b5ef2dd,-2.07103,30.71992,"(30.71992, -2.07103)",13.0,1.045524691358025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055555556,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,1509412.1532165976,8554.1611328125,4331.08935546875,13.0,0.1290160822379025,0.2295927504566782,0.1324546008094845,0.0,0.0570220996454027,0.0081306637057201,0.0173716823668469,0.3932447437229127,0.0288334109387872,0.0,0.5480855331494681,0.000604936215277,0.8854213356971741,0.8083567023277283,3062.8762969551053,12.299166679382324,0.5216,4.833333333333333,3.0,3471.0,1505.0,32.0,2.0,1.0,15968.379543142535,2474.0,2815.0,19.0,2.0,2.0,12726.410464343036,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,62.0,16.44,15.58
134,134,3021b2b3-b70a-4183-a071-5bd16d29df86,-1.4395277780000002,30.02361111,"(30.02361111, -1.4395277780000002)",14.0,1.9296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.88,0.0,0.0,0.0,19492.14180928672,705.8991088867188,378.6525268554688,3.0,0.0,0.0349761526232114,0.4698816463522345,0.0,0.0445151033386327,0.4506270976859212,0.0,0.0,0.0,0.0,0.5493729023140788,0.0094950685777732,0.6272020936012268,0.3503934741020202,387.0574191896731,0.1841666647233068,0.7160185185185184,5.666666666666667,3.4166666666666665,8396.0,2890.0,29.0,8.0,4.0,1619.241532253741,34149.0,43215.0,24.0,2.0,2.0,1619.241532253741,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.07,15.85,4.3
135,135,f54a646e-7d08-4028-8b98-3ad72967665b,-1.7868099999999998,29.74844,"(29.74844, -1.7868099999999998)",14.0,6.070400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.04,0.0,0.0,0.52,0.0,0.0,0.0,0.0357427954627775,420.3440246582031,419.7424011230469,11.0,0.0003000300030003,0.1074107410741074,0.4308430843084308,0.0,0.0,0.4614461446144614,0.0,0.0,0.0,0.0,0.5385538553855386,0.0134375645544582,0.706817090511322,0.356183648109436,3478.055096391069,0.1183333316196997,0.2954629629629629,4.25,2.75,5067.0,2798.0,23.0,3.0,1.0,11126.129648858365,19946.0,12667.0,310.0,1.0,1.0,13405.913722584315,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,30.17,14.98,14.38
